"Location";"Source"
"21337012-0-4458";"BUOYANT ARMIGER STYLE\n\nBy Lord Vivec\n\nVivec smiled at those brave souls around him and summoned celebration demons to cleave unto the victors. There was a great display of love and duty around the netted monster, and Vivec was at the center with a headdress made of mating bones. He laughed and told mystical jokes and made the heads of the three houses marry and become a new order. ""You shall forever be now my Buoyant Armigers,"" he said.\n\nLEG GREAVES\n\n""He sat with his legs in the ocean and with a troubled look on his face."" And the greaves and cuisses of the Armiger shall be like pillars and columns of manifest argument, with heavenward chevrons all akimbo."
"21337012-0-4459";"BUOYANT ARMIGER STYLE\n\nBy Lord Vivec\n\nVivec smiled at those brave souls around him and summoned celebration demons to cleave unto the victors. There was a great display of love and duty around the netted monster, and Vivec was at the center with a headdress made of mating bones. He laughed and told mystical jokes and made the heads of the three houses marry and become a new order. ""You shall forever be now my Buoyant Armigers,"" he said.\n\nMACES\n\n""Truth is like my husband: instructed to smash, filled with procedure and noise, hammering, weighty, heaviness made schematic, lessons learned only by a mace."" And the terrible truncheon the Armiger bears shall be like the scepter of a king unforeseen and unreckoned."
"21337012-0-4460";"BUOYANT ARMIGER STYLE\n\nBy Lord Vivec\n\nVivec smiled at those brave souls around him and summoned celebration demons to cleave unto the victors. There was a great display of love and duty around the netted monster, and Vivec was at the center with a headdress made of mating bones. He laughed and told mystical jokes and made the heads of the three houses marry and become a new order. ""You shall forever be now my Buoyant Armigers,"" he said.\n\nSHIELDS\n\n""The ruling king is to stand against me and then before me."" And the shield of the Armiger shall be like the shell of the Emperor, for what is a monarch but a shield to his people?"
"21337012-0-4461";"BUOYANT ARMIGER STYLE\n\nBy Lord Vivec\n\nVivec smiled at those brave souls around him and summoned celebration demons to cleave unto the victors. There was a great display of love and duty around the netted monster, and Vivec was at the center with a headdress made of mating bones. He laughed and told mystical jokes and made the heads of the three houses marry and become a new order. ""You shall forever be now my Buoyant Armigers,"" he said.\n\nSHOULDERS\n\n""The ruling king is armored head to toe in brilliant flame."" And the shoulders of an Armiger shall flare up and out like a blazon of fire, broad-bearing the burden of bastion against the words-like-knives."
"21337012-0-4462";"BUOYANT ARMIGER STYLE\n\nBy Lord Vivec\n\nVivec smiled at those brave souls around him and summoned celebration demons to cleave unto the victors. There was a great display of love and duty around the netted monster, and Vivec was at the center with a headdress made of mating bones. He laughed and told mystical jokes and made the heads of the three houses marry and become a new order. ""You shall forever be now my Buoyant Armigers,"" he said.\n\nSTAVES\n\n""He attempted to attach them and form a staff but Vivec would not let him, saying, 'It is not the time for that.'"" And thus the spell staff of the Armiger Magical shall be shaft-singular, and speak only contradictions."
"21337012-0-4463";"BUOYANT ARMIGER STYLE\n\nBy Lord Vivec\n\nVivec smiled at those brave souls around him and summoned celebration demons to cleave unto the victors. There was a great display of love and duty around the netted monster, and Vivec was at the center with a headdress made of mating bones. He laughed and told mystical jokes and made the heads of the three houses marry and become a new order. ""You shall forever be now my Buoyant Armigers,"" he said.\n\nSWORDS\n\n""The true sword is able to cut chains of generations, which is to say, the creation myths of your enemies."" And therefore behold the Armiger's sword, by which I mean the sensible, by which I mean the first night, for which I mean the dual nature, preceded by a sigh."
"21337012-0-4464";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nAXES\n\nThe blades of our axes resemble sharp-edged shelf or bracket fungi, and in fact, they may be made of forge-hardened ferrofungus if metallic ore is unavailable. The blades are no bigger than they need to be: Telvanni warriors wield their weapons with precision and finesse, and instill proper awe by their use rather than mere appearance."
"21337012-0-4465";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nBELTS\n\nTelvanni war-girdles are thick and strong, and distinguished mainly by the overlapping plates they support at front and rear, protecting the abdomen and small of the back. These flexible plates are shaped like the woody fruiting bodies of bracket fungi, displaying radiant patterns of spore gills."
"21337012-0-4466";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nBOOTS\n\nThe terrain of the Telvanni lands is rugged, so the soles of our boots must be thick, albeit with flexible uppers. For the heavier armors, where the boots are actually sabatons, overlapping metal plates protect the instep, the forward ends pointed upward. This echoes the upward-pointing shape of the pauldrons, as well as evoking the pointy-toed shoes of our Master Wizards."
"21337012-0-4467";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nBOWS\n\nThough magic is of course the Telvanni range weapon of choice, House thralls may be armed with bows, so it's just as well to specify their appearance. We provide our archers with simple recurved bows faced with protective metal in overlapping mushroom-cap shapes. Quivers are decorated to match."
"21337012-0-4468";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nCHESTS\n\nTelvanni chest armor is layered, of flexible leather topped with stylish overlapping plates of chitin, ferrofungus, or metal, in shapes inspired by shelf fungi or toadstool caps, and scored with spore gill lines. Lacquer overpainting is optional, but can be used to express your inner kagouti."
"21337012-0-4469";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nDAGGERS\n\nOur dagger is like a long, curved athame, albeit with the hooked end that makes it distinctively, deliciously Telvanni. The swirling patterns on the metal tang between hilt and blade resemble both an unfolding spell and our glorious House symbol."
"21337012-0-4470";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nGLOVES\n\nOur gauntlets display the same contrasting nature as the rest of our garments: guar hide covers the hand and fingers, leather sufficiently thin and pliable so dexterity isn't compromised, while the back of the hand and forearm are protected by rigid plates with the shape and spore gill lines of shelf fungus."
"21337012-0-4471";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nHELMETS\n\nTelvanni helmets cover the entire head, and come in two distinct variations: hoods of mail fronted by rigid faceplates for lighter armor, and the ""mushroom-mask"" full helms, with their unmistakable toadstool silhouette, to accompany heavy armor. I, for one, can't look at the helm of a Telvanni heavy trooper without feeling a proud shiver of awe!"
"21337012-0-4472";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nLEG GREAVES\n\nInstead of cuisses, a Telvanni warrior's legs are protected by kilts of mail that fall from hip to knee. Inspired by our Wizard Lords' robes, these are both stylish and practical—and frankly, I find them exciting. A Dark Elf in a kilt? Yes, please!"
"21337012-0-4473";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nMACES\n\nThe mushroom-cap maces borne by Telvanni sentries resemble the fungal scepters of our House Councilors, though larger, and with a head heavy enough to crack an escaped slave's skull like an eggshell!"
"21337012-0-4474";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nSHIELDS\n\nOur heart-shaped shields are constructed of overlapping plates of chitin or ferrofungus, with a brazen central boss displaying the sorcerous symbol of House Telvanni. Rigid but light, their edges are reinforced with steel for added protection."
"21337012-0-4475";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nSHOULDERS\n\nThe overlapping plates of our pauldrons contribute the points of their upwardly-flared ends to the distinctive silhouette of our Telvanni armor, particularly at the heavier weights. Oh, those broad-shouldered Telvanni troopers! I'll take two."
"21337012-0-4476";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nSTAVES\n\nThe finial of a Telvanni spell staff is surmounted by our House symbol wrought in gilded silver, so that even when one of our mages isn't wearing the Telvanni uniform, there's no need to guess which House the wizard belongs to. Enchanting!"
"21337012-0-4477";"By Ivela Telvanni, Vivec City\n\nSo, good-looking, you wish to show your allegiance to House Telvanni? Then you must dress the part, dear thing. You know what we say: ""The powerful define the standards of virtue."" And so our House Council has appointed me their Mouth Costumier in order to define our standards of virtue in cloth and clothing, in arms and armor. And I hereby define and decree the look of House Telvanni to be both distinctive and awe-inspiring. \n\nSWORDS\n\nA Telvanni sword has one long curved edge, its point backed by a hook or barb useful for dismounting riders or toppling heavy knights. Traditional Telvanni swordplay emphasizes the cut over the thrust, so the point isn't used much. As with the dagger, there are swirling spell patterns on the metal tang between hilt and blade."
"21337012-0-4478";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nAXES\n\nAs the crests on our helmets are curved and sharp as the blade of an axe, so are the blades of our axes sharp and curved like the crests on our helmets. Like fungusjacks fell the mushroom forests, so we with our axes fell the enemies of the Tribunal. They cannot escape the righteous."
"21337012-0-4479";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nBELTS\n\nOur belts are simple and strong, like our faith in and loyalty to ALMSIVI. Strong tassets depend from our cinctures, and the buckle is a triple rhombus (do not say diamond!), representing our triple devotion to justice, retribution, and the Three Most High."
"21337012-0-4480";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nBOOTS\n\nThe boots of a Militant Ordinator are strong boots, for the march of justice is eternal and we must be prepared to go wherever heresy needs to be eradicated. Across the instep of each boot shall be a golden band embossed with the Triple Rhombus of our threefold devotion."
"21337012-0-4481";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nBOWS\n\nThe bow of the Order of War shall be faced with sharpened crests pointing forward, as the crests on our helms point the way to righteous mayhem. And the quiver shall sport overlapping plates in wide descending chevrons like those on our shields. The points of the arrows shall be brazen."
"21337012-0-4482";"By Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nCHESTS\n\nThe cuirasses of the Militant Ordinators are to be brazen or bronze, patterned with elaborate filigree and richly decorated to do honor to our lieges the Tribunal, and to impress the impressionable with the Order's majesty and might."
"21337012-0-4483";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nDAGGERS\n\nThe dagger of the Ordinator of the Order of War is to be a broad dirk, single-edged and slightly curved, the better to carve heresy from the hearts of the schismatic and apostate. No crossbar is needed at the hilt, for what Ordinator would parry when they can attack?"
"21337012-0-4484";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nGLOVES\n\nThough our gauntlets protect our forearms with overlapping plates, our fingers remain at all times unencumbered, so that we may wrap our hands around the neck of heresy and strangle it until it breathes no more."
"21337012-0-4485";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nHELMETS\n\nJustice wears but one face, and so the stern visage of Temple justice is stamped upon the faceplate of every Militant Ordinator helm. Above is our soaring forward crest, pointing toward heresy, which we always attack and from which we never retreat. Three Gods, One True Faith."
"21337012-0-4486";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nLEG GREAVES\n\nOur greaves and cuisses are of thrice-cured leather, from hides of kagouti or alit, dense enough to turn a blade or deflect a blow, but flexible: a Militant Ordinator must move without hindrance, for heresy cannot escape the righteous."
"21337012-0-4487";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nMACES\n\nThe maces of our siblings of the Order of the Watch are more blunt, like truncheons, in accord with their function of maintaining order among the citizens. We, however, are the Order of War, and our maces are flanged and edged, to slash as well as smash. We are the Militant Ordinators, and no heresy shall survive us."
"21337012-0-4488";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nSHIELDS\n\nOur shields are large, for we are charged with defending the Truth of the Three against all threats and doubts. Broad descending chevrons they show, for deflecting the blows of the unfaithful, and they may also display the Triple Rhombus of our threefold devotion."
"21337012-0-4489";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nSHOULDERS\n\nEach pauldron shall be two plates, rigid like our devotion to the Three, pointed like the arguments of our swords, and patterned with elaborate filigree to do full honor to our masters."
"21337012-0-4490";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nSTAVES\n\nThe staff of a Militant Ordinator spell-caster is surmounted with dual sweeping crests like those on our helms, pointed and parallel for the aim and guidance of our righteous magical onslaughts. A spell-staff can also serve horizontally as a barrier to entry when on sentry duty at door or portal."
"21337012-0-4491";"MILITANT ORDINATOR STYLE\n\nBy Vermethys Indoril, High Ordinator of the Order of War\n\nJustice never sleeps: three gods, One True Faith. And one true uniform for each Order of Ordination, which must be correct and proper in every detail. As High Ordinator of the Order of War, known also as the Militant Ordinators, it is one of my many duties to ensure that our arms and armor conform to Temple directives. So heed these words, Citizen Armorer, and go about your business. But I'm watching you. \n\nSWORDS\n\nThe Temple's Order of War wields single-edged swords with razor-sharp points, for with these do we chop logic with heretics. Militant Ordinators keep their swords near their hands at all times, for at any moment we may encounter apostasy or error that must be condignly corrected."
"21337012-0-4492";"Up until this shrine, our scavenging trip has been pretty easy. Traveling with Wulusa has been fun. I never realized Argonians had such a sense of humor. And she's damn good with her twin daggers.\n\nI can't believe that a simple slip has botched up this venture so badly. My ankle looks like a bloated netch. Stupid of me, for dancing around on the ledge above after Wulusa got the door unlocked. She's a good friend though. She sat me here, with a potion and some brandy, while she went to find the key to open this main gate. Our research says the crazy followers of the Mad God had another worship room in the back. Key is probably there. \n\nShe should be back soon. I hope so. I didn't want to tell her the wound started bleeding again, in spite of our wrapping it tightly. \n\nI'm tired. Very tired."
"21337012-0-4493";"I've decided to embrace my recent acceptance into the Tribunal Temple as an apprentice historian by cataloging my own experiences on this journey. Maybe it's vain, but I like the idea of some anthropologist in the far future learning even just a bit more about the lives we live because I took the time to jot down my thoughts and feelings. I could probably fill this journal with just what's racing through my head at this moment, so I'll just say that ""elated"" doesn't begin to describe it.\n—\nThere's so much history here. Thousands of years' worth of relics and texts outlining the history of our people back before Saint Veloth lead us to holy Resdayn. It's not so neat as all that, of course, it's thousands of pieces of the puzzle all strewn and scattered, in need of a guiding hand to fit it all together. It's almost overwhelming. I'm so honored that I get to be part of piecing it all together.\n—\nI must sound like a great fool to Tythis. Always rambling on about the implications of some small fragment of kwama shell's significance to the agrarian development of our early settlements. But he smiles regardless. I like to think he still wears that smile underneath his mask.\n—\nSo much of the Temple's attention goes into the building of the holy city. It's important work, I know, but expeditions of historical sites are practically non-existent these days. The Master Historian has begun accepting relics brought to us by treasure hunters. I have reservations about encouraging laymen to plunder tombs. Can we be certain these treasures really came from unclaimed ruins? What delicate clues did these enterprising adventurers destroy in their reckless hunt for valuables? It's not my place to question the Master Historian though, he knows far far more about these matters than I do.\n—\nA find! Oh, what a find! A band of relic hunters braved some of the worst of the Ashlands and returned with a statue like nothing I've ever seen. The Master Historian's eyes widened two-fold at the sight of it. I'd never seen him react so obviously to anything, really, and he assigned its study to me! I'm honored he entrusts me with something of such obvious significance. I must have really impressed him with my report on the Dwemeri influence on Chimer garb in the latter half of the Merethic Era. I can't wait to tell Tythis.\n—\nSometimes I forget my brother is an Ordinator. The moment I mentioned the new find he was practically interrogating me. Now that I'm involved in something groundbreaking, he's suddenly interested in hearing the details. He's so protective sometimes. I think his position only makes it worse. I assured him that the Master Historian would never expose me to anything dangerous. I'm sure he'll be supervising my study closely anyway.\n—\nCare to guess who got their own private study? Why am I posing myself rhetorical questions? Please disregard that future anthropologists. It was me, by the way. The Master Historian wanted to ensure I was kept away from any distractions while I began my study of the relic. He gave me some encouraging words before leaving me to my work, but I could tell he was nervous. He's taking a great risk leaving this find to a novice. I have to prove that his faith in me was not misplaced.\n—\nI think there's some jealousy among the historians. I catch a few side-long glances when heading to my study these days and I swear I can hear them whispering just out of earshot. I can't make out what they're saying, but I can guess. I hope we're beyond that kind of pettiness by the time anyone reads this. I've managed to brush away most of the caked ash that was obscuring the details of the statue. It's a much more advanced piece of art than we see from Ashlander tribes. The tool work alone implies access to metalworking facilities. The symbols adorning the body aren't familiar to me though.\n—\nI found some old reference to a settlement called Kogoruhn that was roughly near where the statue was found, but much of the pages describing it were marked out. I asked permission from the Master Historian to see the restricted texts, but he told me to focus on the statue. He promised to bring me the relevant texts when he had the chance. For now, I think I'll start taking rubbings of the statue. I'll have to close the door tonight. The others are getting bolder in their spying and the sotto voce is becoming distracting.\n—\nI know what it is. I know what I am. The naked stone in my hands was electric. Jolting me awake and out of the hollow stupor I was cursed to live through all this time. The Temple thinks it can bury the truth, but the only ones they are blinding are themselves. Our legacy lives on. Our House will be made whole again. It's been calling to me all this time, I just couldn't hear it.\n—\nThe old man's footsteps approach. Here to deliver more of his lies and cover up the great betrayal at the heart of this false Temple. He will pay for his crimes against us. I've wasted enough time in the thrall of these deceivers. Home is calling."
"21337012-0-4494";"By Telenger the Artificer \n\nA most unexpected curiosity has entered my collection after being appropriated from a defeated Maormeri fleet. Why this text was aboard one of the vessels, I cannot guess, but it appears to be the journal of a diplomat to Thras written before 1E 2260. Though it is damaged, the descriptions of the Sload that remain legible are fascinating—assuming this is not some strange work of fiction or forgery. If it is legitimate, it is a remarkable find, as the Sload have always been loath to treat with any of the races of Tamriel.\n\nWe know that the slug-folk of Thras practiced foul necromancy, but their involvement with that dread art may have been more prominent than previously thought, if this is an authentic text. The author expresses frequent disgust at interacting with re-animated slaves. It seems the Sload also slaughtered and revived various sea creatures—turtles, crabs, and the like—to keep as pets. His repulsion did not end there, though, as he complained about the repugnant smell of the Sload, the several inches of slime-coated water upon the floors of any land-based building, and the various molds and fungi that served as food.\n\nThere are mentions of elaborate sacrificial rituals, which I find unusual given their general rejection of worship. The Sload certainly entered pacts with the Daedra when it suited them, but the ceremonies described here are not indicative of typical Daedric sacrifice. They may have spent years grooming individuals to participate in re-enactments of the deeds of Sload mythological heroes and villains, with the eventual performance (which may have lasted weeks) culminating in the deaths of every actor by the application of ""desiccation crystals"" to the body. Ancestor worship? Unnamed deities? Preservation of ancient magics? It is impossible to tell.\n\nMore intriguing is a badly-damaged entry that discusses an audience in the submerged tower of an ""Elder Distended One."" I can make out little of the discussion between the two, but there are mentions of an ""impressively corpulent body and strangely pulsating head,"" and three eyes that emerged upon its belly that each ""opened again as a toothless mouth, disgorging [unreadable] that the attendants eagerly consumed."" This is the first insight I have encountered into potential cultural leadership among the Sload.\n\nIt has caused me no end of frustration that the entries chronicling a visit to the ""Menagerie of Sublime Infection"" are nearly unreadable. Aside from the name, almost nothing of this section can be deciphered aside from several unnerving words implying all manner of affliction, from ""suppurating extrusions"" and ""blood-rot"" to ""festering myiasis."" Much about the Thrassian Plague remains a mystery—and perhaps one that is best left buried. I cannot, however, deny my interest in the whys and wherefores of the grotesque fascination with disease expressed here.\n\nNow that I have documented my own immediate reactions to this text, I must send it along to colleagues in Alinor to hopefully verify its authenticity. Whether or not there is anything useful to be gained from it, at the very least it may add to our understanding of a terrible enemy to all the races of Tamriel in the unlikely event that such a threat re-emerges. If anything contained herein is factual, let us pray to Auriel that it never does."
"21337012-0-4495";"At this altar to Almalexia you can use a Ring of Mara to espouse your beloved."
"21337012-0-4496";"By Vivec\n\nSermon Thirty-Seven\n\nYou have discovered the thirty-seventh Sermon of Vivec, which is a bending of the light, long past the chronicles of the Hortator who wore inconstant faces and ruled however they would, until apocalypse.\n\nVivec was borne by ribbons of water, which wrote their starward couplings in red. This was a new place of speed. His eyes broke on the spikes above the tower, where the Void Ghost squatted over a drake-scaled drum, imbecile in its rhythm. And he asked of it:\n\n""Who are you, that need no signature at all?""\n\nThree in sum, the robes of Ayem stretched towards the bright black rim of memory, roping an arc of purchase. This was a new sprinting task. And Seht held his swollen belly to its name, clockmaker's daughter, swimming the dead confession along a century of thread, Naming her, uneaten, a golden cache of Veloth and Velothi, for where else would they know to go?\n\n""Go here: world without wheel, charting zero deaths, and echoes singing,"" Seht said, until all of it was done, and in the center was anything whatever.\n\nAnd the red moment became a great howling unchecked, for the Provisional House was in ruin. And Vivec became as glass, a lamp, for the Dragon's mane had broke, and the red moon bade him come.\n\n""The sign of royalty is not this,"" a signal blueshift (female) told him, ""There is no right lesson learned alone.""\n\nHe refused the twine on her catching net, spiteful that an uncontinued people would not become fuller by their searching, and yet were wracked in their spirits for flight. But the male signals were offended, and Vivec took a fighting form. He undid his eastern light, saying to the ALMSIVI that through war, they had become brides in glass, which no power could observe. \n\nThe light bent, and Vivec donned a cuirass made of red plates of jewel, and a mask that marked him born in the lands of Man. Wheeling, he spread into an insect salve, worn on the neck of hist-bulbs when at challenge. He roared up and fed his fingers to mammoth ghosts. The signal fires wondered if they mistook this for surrender, for Vivec had told the void that he could learn to undo it all.\n\nThe light bent, and somewhere a history was finally undone. Of it, Vivec remembered the laughing of the netchimen of his village when the hunts were good. He marched with his father in the ash, growing strong in the hooks and sail, able to run a junk through silt. At eleven, he sung to an ashkhan. He became sick after Red Mountain, with the nix-blood and fever, and was infirm a hundred years. His mother survived him and laid his body at the altar of Padhome. She gave him her skin to wear into the underworld.\n\nThe light bent, and Vivec awoke and grew fangs, unwilling to make of herself a folding thing. This was a new and lunar promise. And in her Biting she tunneled up and then downward, while her brother and sister smeared across heaven, thin ruptures of dissent, food for scarabs and the Worm. She took her people and made them safe, and sat with Azura drawing her own husband's likeness in the dirt. \n\n""For I have removed my left hand and my right, he will say,"" she said, ""for that is how I shall win against them. Love alone and you shall know only mistakes of salt.""\n\nThe worlding of the words is AMARANTH."
